img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,1,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,1,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,1,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,1,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,2,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,2,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,2,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,2,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,3,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,3,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,3,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,3,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,3,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,3,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,3,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,3,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,3,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,3,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,3,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,3,FALSE
img_4.bmp,leftarrow,0,1,FALSE,1,3,FALSE
img_2.bmp,rightarrow,1,1,FALSE,1,3,FALSE
img_1.bmp,uparrow,1,1,FALSE,1,3,FALSE
img_3.bmp,downarrow,0,1,FALSE,1,3,FALSE
img_6.bmp,downarrow,1,2,FALSE,2,4,FALSE
img_5.bmp,rightarrow,0,2,FALSE,2,4,FALSE
img_7.bmp,leftarrow,1,2,FALSE,2,4,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,4,FALSE
img_8.bmp,uparrow,0,2,FALSE,2,4,FALSE
